id,n_antivm,has_dep,has_aslr,has_gs,has_tls,has_code_integrity,susp_dbg_ts,n_yara_rules
b5624718be0a5d579d53c5b82edee4b9,0,1,1,-1,0,-1,-1,0
b56d63a3f11b611e9b9ef3dc5aa8d421,0,1,1,-1,0,-1,-1,0
b57737c7fee84e3d2fa028d7aa8d6e4f,1,1,1,1,1,1,0,0
b578d27a21da69ae3d571da68d32b1da,0,0,0,-1,0,-1,-1,0
b58c795dc5a802574aab443c045cb9c0,0,0,0,-1,0,-1,-1,0
b5a63bccfcf1774aadd4311364d9991d,1,1,1,1,1,1,1,0
b5a809dd7b4b0578f0e117dd91ef7e3d,0,0,0,1,0,1,-1,0
b5b65b2a4a86c81cd9835b269dc27c35,1,1,1,1,1,1,1,0
b5baa543629dc36560e2d87a065c71a2,0,0,0,-1,1,-1,-1,0
b5d47c8eb0a8ecd318858c40862cd68e,1,0,0,-1,1,-1,-1,3
b61aa70110aa78245538372273961f21,0,0,0,-1,0,-1,-1,0
b623711941222bfb1f3ce31ca7609b6b,1,1,1,1,1,1,0,0
b62e55f88b7ffd6351ff48fc92b0840e,0,0,0,-1,1,-1,-1,0
b632addcf86173ace8f67fd2e08f4630,1,1,1,1,1,1,0,0
b648a8ccd002a270a6e3bb6f29ac792d,0,0,0,-1,1,-1,-1,0
b64969b5c3f554f63e60b86cbe79355a,0,0,0,-1,1,-1,-1,0
b66dc8a118ab05dda582b0404fc0b730,0,0,0,-1,0,-1,-1,0
b67cfc9d03dcc0fb98de82c61576698a,0,0,0,-1,0,-1,-1,0
b67e723cd574bda1234bd9823ea05d69,0,0,0,-1,1,-1,-1,0
b68b31eb8645c24a763bb67d0e71da81,1,1,1,1,1,1,0,0
b6dfa7bccdbb04eab9d2638ab81d9275,0,0,0,-1,0,-1,-1,0
b71b954ad0708da247375ea52532f640,0,0,0,-1,0,-1,0,0
b72551529333c359c93ca158d6a63c8e,0,0,0,-1,0,-1,0,0
b72b069aa2f73caae914cae7d25d4426,0,1,1,1,1,1,-1,0
b734bede9db2d3e53a81526f7397768a,1,1,1,1,1,1,0,0
b73a9799b69a393c3562886a7bc0ed01,0,1,1,1,0,1,-1,0
b73b7f11ab93d93af2f0f073e7f922b7,1,1,1,1,1,1,1,0
b7433ab53e8d95cf0649089196a7c832,0,0,0,-1,0,-1,-1,0
b755c883d6c6fd1714279c3f65ba9f8a,0,0,0,-1,0,-1,-1,0
b7595b54329ae92f34178f382fbc9cb9,1,1,1,1,1,1,-1,3
b78e21e351af6949eb275b10e3c9b066,0,0,0,-1,1,-1,-1,0
b7997337b9bd6dc46349f6acd3cd8b29,1,0,0,-1,0,-1,-1,0
b7b9baff4b06f08aa0f373da428af909,1,1,1,1,1,1,1,0
b7c01b180f60acfaec2e7e0611d48e08,0,1,1,1,1,1,-1,0
b7c6f823d263dc271347a8b3b6e42781,0,0,0,-1,0,-1,-1,0
b7e9dd58b9312b43d39a2351fcf1d80f,0,0,0,-1,0,-1,-1,0
b801cb0915e7ca1d464e8e9e4a3fb51e,0,0,0,-1,0,-1,-1,0
b81ea9d45f63677a33ca51c5c5d8104d,0,1,1,-1,0,-1,0,0
b82df67c946db0a2a3124c9dea0ce08c,0,0,0,-1,0,-1,0,0
b830a676cabfdb2faa8b5ac867181d07,0,0,0,-1,0,-1,-1,0
b841c78fdc35223eda6f97631a94e8ce,1,1,1,1,1,1,1,0
b84d4671eb4eb0e83bbc6d69c5338e59,0,0,0,-1,0,-1,-1,0
b85be60b782b6379343617280741901b,0,0,0,-1,0,-1,-1,0
b87c230e675c2a43e82c176246927d4d,0,0,0,-1,0,-1,-1,0
b87d771635bea848ec7895b8457d52f8,1,0,0,-1,1,-1,-1,4
b88038d6b3760e395d140cbd91b834ae,0,0,0,-1,1,-1,-1,0
b8864b3d24773fb4c0b1c73ad9cd95d1,0,0,0,-1,0,-1,-1,0
b886cc189467cb75000e4ecb710a00d2,0,0,0,-1,0,-1,-1,0
b8951d3ba3d9f8153faa92d4f39f833f,0,0,0,-1,1,-1,-1,0
b8ab7eb5268851c416baa08239f51964,1,1,1,1,1,1,1,0
b8ae2625f41827abda0984830dd5293b,0,0,0,-1,0,-1,-1,0
b8fce1415b5ee4f4d85c12b3198fdf73,0,0,0,-1,0,-1,-1,0
b8fd39a601826af0053138e36c6acd5b,0,0,0,-1,0,-1,-1,0
b91ccdf9c5109e89cb2820acd88f80ca,0,0,0,-1,0,-1,-1,0
b928e3d01940dc63665a7e986593ffb5,0,0,0,-1,0,-1,-1,0
b96c8dae0d55ad5dd82d8ad7a58884a6,1,1,1,1,1,1,1,0
b9807382e5f1770f1d3de221c2f75b20,0,0,0,-1,0,-1,-1,0
b98ec8c147e3006c7806ae667fae712e,1,1,1,1,1,1,0,0
b99045137f10c48c1a9a260485984180,0,0,0,-1,0,-1,-1,0
b99181d553a52a7ab32f8459e70b5e62,0,0,0,-1,1,-1,-1,0
b99a37bb8ad5c406a05e783c68a8e756,1,1,1,1,1,1,1,0
b9a23f0eed2b02071710d11a46c639da,1,1,1,1,1,1,1,0
b9aba402fdf253041c49a168778408ae,0,0,0,-1,0,-1,0,0
b9b3e7f19be87606556eba0ab635bb30,0,0,0,-1,0,-1,-1,0
b9b99374a2e3a45c32d397f98cd859e8,0,0,0,-1,0,-1,-1,0
b9bb44184dbd4b59cf424f6aafdf0826,0,0,0,-1,0,-1,-1,0
b9d72d795bc5cf96b423cc0086d74c05,0,1,1,-1,0,-1,-1,0
ba08be8e678ae23c94dc4ce7ad1f158a,0,0,0,-1,0,-1,-1,0
ba169ee8ed66edc4f31071fe49dce16f,0,0,0,-1,0,-1,-1,0
ba2b9f76914367d5e34b59dbd077bcd1,0,0,0,-1,0,-1,-1,0
bab0d16351d33da9f742d82ea3d5b018,0,0,0,-1,0,-1,-1,0
babf970875d56b0066bd1881d2111295,0,1,0,-1,0,-1,-1,0
badb0a8e8145db0478ba9148c1cf49aa,0,1,1,1,0,1,-1,0
bade51e631b6b92eb5f8806c65f723fd,0,0,0,-1,0,-1,-1,0
bae80f0ef4210fdd127672ec5cd2a00f,1,1,1,1,1,1,0,5
bb0f6b8d47bc12e4551ac052b2016bc0,0,0,0,1,0,1,-1,0
bb16c9180cffc5fc780901b3aac9c9a3,0,1,1,-1,0,-1,0,0
bb21a0a0fb1f756c6ba2528bc815ef2d,1,0,0,-1,0,-1,-1,0
bb2987a88bb6bc80d43ae2907da590da,0,1,1,1,0,1,-1,0
bb2d22cfda1d3be13306b75a2714c7ba,0,0,0,-1,0,-1,-1,0
bb3ca53ddb7e8991f04697f0e786aab0,0,1,1,1,1,1,0,0
bb3e7894ed2d9cca975f22cc3b5d04cc,0,0,0,-1,1,-1,-1,0
bb7289c5dab839488cf37e5818004a43,0,0,0,-1,0,-1,-1,0
bb7b492bbcc741b84ff93015f19870c1,1,1,1,1,1,1,0,0
bb87de3207a56f36e9864a1f37d6c7f8,0,0,0,-1,1,-1,-1,0
bb9e1501cf386dbe1d87e3804dc1366e,0,0,0,-1,1,-1,-1,0
bba8c969974328f00a2195e91a335847,0,0,0,-1,1,-1,-1,0
bbb124340363d84c31d2d948196c340b,0,1,1,-1,0,-1,0,0
bbb5e13ba10712ea2fbcccaca77f29c2,0,1,0,-1,0,-1,-1,0
bbc0997d88252e413bc92ec4139b1c63,0,0,0,-1,0,-1,-1,0
bbcd6a13fc4f544b78b5ae7c249c29ea,0,0,0,-1,0,-1,-1,0
bbda14f3a93c9185cba7fe2acf826856,0,0,0,-1,0,-1,-1,0
bbdb885051e9fb8bfc0ce2fbcfc106df,0,0,0,-1,0,-1,-1,0
bbf6823e45c00524ffa5f70427dffc2e,0,0,0,-1,0,-1,-1,0
bbf8b39a84f0d16b379e968580287968,0,0,0,-1,0,-1,-1,0
bc2f95b92da3057405c715e84b8728a9,0,0,0,-1,0,-1,-1,0
bc35556cbfeaa96f54ee7458c4b09c35,0,0,0,-1,0,-1,-1,0
bc3a420471acd207143463271b2ea2a1,0,0,0,-1,0,-1,-1,0
bc3ed3433161afb550c79a9db6e7be5d,0,1,1,1,1,1,0,0
bc5451d6c64a5eb458736e75422d58d1,0,0,0,-1,1,-1,-1,0
bc5b52fe7958153dd214401a7fb8305c,1,1,1,1,1,1,-1,3
bc61938945b56c8aad7b1588360d31f1,0,0,0,-1,0,-1,-1,0
bc8bed395f090c117553f361378cf7da,0,1,1,1,0,1,-1,0
bc8ea78b1152431a03fd958de587969e,0,0,0,-1,1,-1,-1,0
bcbe2e60f0867b8e4a0c5daedcf94302,0,0,0,-1,1,-1,-1,0
bccad333ed105725af76ce72cc5f1239,1,1,1,1,1,1,-1,0
bceac4937e8f6cb2db73693fe4f73433,0,1,1,-1,0,-1,-1,0
bcfc8029f6b1eacde3dd2410394e3567,0,0,0,-1,0,-1,-1,0
bd0617fb5b779313ac3fec9585f2401e,0,1,1,1,0,1,-1,0
bd28c58b2aa830241f63efb04101709d,0,1,1,-1,0,-1,-1,0
bd2feb0e24040c985de33e1f16f0176b,0,0,0,-1,0,-1,-1,0
bd5db809a2980d70435545a7fcf7c09a,0,0,0,-1,0,-1,-1,0
bd7f5ce93ab2dc10c783c7a8ab111d6c,0,0,0,-1,0,-1,-1,0
bda981c80c2b032606a7088b1608b9e8,0,0,0,-1,0,-1,-1,0
bdab6728c5c7ca260d72745e0aa8c755,0,0,0,-1,1,-1,-1,0
bdbb694cef6e89bf09de96e94ff22aac,0,0,0,-1,0,-1,0,0
bdbf9b0f7a317ab6a338f573110369f0,0,1,1,1,0,1,-1,0
bdbffd80a2b15b3bb9faefdbfb445fc6,0,0,0,-1,0,-1,-1,0
bddd535d9c63927dcd975b3307b73d79,0,0,0,-1,0,-1,-1,0
be08a2741e2e1828e1a512e56b196534,0,0,0,-1,0,-1,-1,0
be0bd37b6497bb37b1ecc49b5fcf1c6d,0,0,0,-1,0,-1,-1,0
be1cba7962735319f7f082b95ad1635d,0,0,0,-1,0,-1,-1,0
be32cc5bf075bb97537e46bf605acdec,0,0,0,-1,0,-1,-1,0
be71ff29c028503157cb5fc683e2ac91,0,0,1,1,0,1,-1,0
be8d803066d57982a12a2c752fc859ea,0,0,0,-1,0,-1,-1,0
beb497ef316e57414f7dac81a9354464,1,1,1,1,1,1,1,0
befadab42ec72a4c5dac8886e277908f,0,0,0,-1,0,-1,-1,0
bf2487c9e0944cc53acbf907ce67f82f,1,1,1,1,1,1,1,0
